time_s,yaw,pitch
0.0,2.2019234137120978,-1.9316593159690438
0.035727874276261375,2.216472478614195,-2.1590628804838774
0.07145574855252275,2.2183080254233007,-1.992473058355567
0.10718362282878412,2.2418113857022726,-2.0132581264173983
0.1429114971050455,2.1727662834153567,-2.0240590353788575
0.17863937138130687,2.2403225529472084,-2.1037708898728753
0.21436724565756823,2.186736111111111,-1.9898747331760476
0.2500951199338296,2.2599486044932733,-2.0427000805948814
0.285822994210091,2.2288106407961914,-2.01759389527771
0.32155086848635234,2.2238058873000472,-1.8782699773362599
0.35727874276261373,2.200608705000948,-1.8729629655701585
0.39300661703887513,2.210423018154257,-1.9333730306769592
0.42873449131513647,2.2066088192301936,-1.975286095114659
0.46446236559139786,2.211658839100568,-1.9796804911851928
0.5001902398676592,2.222943454610975,-1.9302841452934725
0.5359181141439205,2.2140679162532777,-2.0903186590532328
0.571645988420182,2.2140653059007103,-1.9546029672863818
0.6073738626964433,2.219145310866382,-1.9688199687811219
0.6431017369727047,2.204684302967751,-2.0259021881123447
0.6788296112489661,2.2099239771406793,-2.006104444537358
0.7145574855252275,2.1979358542579064,-2.0367361759518623
0.7502853598014888,2.217260048832901,-1.8941411998220459
0.7860132340777503,2.1998394330859563,-1.9528635945529114
0.8217411083540116,2.2016759051378076,-1.9087779457824818
0.8574689826302729,2.232341316995774,-2.0053257602034917
0.8931968569065343,2.22069026906786,-2.045521949787109
0.9289247311827957,2.221728101389464,-1.980393867993135
0.9646526054590571,2.212568841707858,-2.0604046816107915
1.0003804797353184,2.229872567662484,-1.9968703935526404
1.0361083540115799,2.225950341765211,-2.0643249076621424
1.071836228287841,2.226632245220742,-2.074855838909618
1.1075641025641025,2.2418785061688946,-2.03131827276142
1.143291976840364,2.222995056135993,-2.0263883493666643
1.1790198511166252,2.225314333152579,-2.032856415981288
1.2147477253928867,2.227526395357641,-2.007939810514583
1.2504755996691481,2.2281732071689992,-1.9945064821264071
1.2862034739454093,2.211547743838522,-2.1750015871000508
1.3219313482216708,2.223630972641758,-2.0275462586771296
1.3576592224979322,2.195980004266498,-2.0173270263056438
1.3933870967741935,2.225589575622965,-1.9648354613135386
1.429114971050455,2.200187388930625,-2.1000046101007306
1.4648428453267164,2.225516328968589,-1.993793082868312
1.5005707196029776,2.2122326158446532,-2.1241384580117675
1.536298593879239,2.237348015501608,-2.1397169373184615
1.5720264681555005,2.2267097396852633,-2.0059764699080764
1.6077543424317617,2.230935419829499,-2.0837694361078016
1.6434822167080232,2.2349341065258947,-2.080205387706504
1.6792100909842844,2.220310932828825,-2.0904214707129913
1.7149379652605459,2.2125768965803476,-2.0796244124325103
1.7506658395368073,2.2086402615681515,-2.169196852151588
1.7863937138130686,2.229176607233503,-2.111741972238689
1.82212158808933,2.2255186551616113,-2.0479904499652934
1.8578494623655915,2.2076997683326445,-2.168980453131941
1.8935773366418527,2.201385701932785,-2.1195584126063123
1.9293052109181141,2.23137881029457,-2.1753285661350215
1.9650330851943756,2.219306536360071,-2.1831176319336767
2.000760959470637,2.2160860374875884,-2.1074767791154168
2.036488833746898,2.22604020855755,-2.132262632170286
2.0722167080231597,2.2215751276223714,-2.051785983421251
2.107944582299421,2.2190793737421974,-2.1057703377927193
2.143672456575682,2.2337170001471103,-2.0586321073536
2.179400330851944,2.2353334578054747,-2.165889061689995
2.215128205128205,2.2102676039028775,-2.0715171918145026
2.2508560794044663,2.2102713666714235,-2.101048878347054
2.286583953680728,2.2275737766806496,-2.1169415821024176
2.322311827956989,2.2291196250540706,-2.07774841105028
2.3580397022332504,2.2088221216472483,-2.139403804667582
2.393767576509512,2.216753851613813,-2.128937549697229
2.4294954507857733,2.2273755174740577,-2.051501477548106
2.4652233250620346,2.224825287590374,-1.951356011455959
2.5009511993382962,2.2244091468792475,-2.108871414331598
2.5366790736145575,2.2393487511653913,-2.110000239852251
2.5724069478908187,2.2360189278071827,-2.064791043487136
2.6081348221670804,2.2384772553415906,-2.028544517615556
2.6438626964433416,2.2444806552067686,-2.058139345596614
2.679590570719603,2.2429391425128777,-1.9961928934010151
2.7153184449958645,2.2278910898721462,-2.014236081357939
2.7510463192721257,2.220232870425042,-2.0176606787055924
2.786774193548387,2.236336403570749,-1.9228622345282629
2.8225020678246486,2.220540872096749,-2.117867087653606
2.85822994210091,2.220079276661409,-2.0227453863117577
2.893957816377171,2.224527167695164,-2.089759863743362
2.9296856906534328,2.2202490849363063,-2.0169115842434655
2.965413564929694,2.2116900852392516,-2.0695268733706804
3.001141439205955,2.218112098990189,-1.9776173648110487
3.036869313482217,2.234541924145186,-2.0875843070200437
3.072597187758478,2.253365347592924,-2.046612182837594
3.1083250620347394,2.2413216033988537,-2.0495679434106346
3.144052936311001,2.253435215537806,-1.9506818096910374
3.1797808105872623,2.227427720533625,-2.0171104732121323
3.2155086848635235,2.2154020199709556,-2.0141129345277835
3.251236559139785,2.220507738884093,-1.9535209148359916
3.2869644334160464,2.226679774205777,-2.0680874988876576
3.3226923076923076,2.2075269780742413,-2.0564925738403397
3.358420181968569,2.21957340253315,-1.950102916891675
3.3941480562448305,2.245365388092248,-2.127455116090713
3.4298759305210917,2.288321716690621,-2.013504623044097
3.465603804797353,2.2807027024309816,-2.2336406128278368
3.5013316790736146,2.2494014030877305,-2.144606537196612
3.537059553349876,2.2557562826780457,-2.1418965268250414
3.572787427626137,2.250889153905417,-2.2520317608594116
3.6085153019023988,2.254206083530495,-2.204366506157893
3.64424317617866,2.2471671177098593,-2.2260732809412027
3.6799710504549212,2.2653547976275514,-2.2496817329277654
3.715698924731183,2.255085954764576,-2.264697036626284
3.751426799007444,2.272855812335924,-2.0768160528180575
3.7871546732837054,2.2586439978136217,-2.0490304184147274
3.822882547559967,2.2604547198556255,-2.1852702516847753
3.8586104218362283,2.260438403913126,-2.2611884235889073
3.8943382961124895,2.281940058396155,-2.2747727733722267
3.930066170388751,2.249078842879346,-2.1656340579710145
3.9657940446650124,2.2787212223631887,-2.1458709077990927
4.001521918941274,2.2604664919086193,-2.1071878269813964
4.037249793217535,2.2611738061834923,-2.1492781381565873
4.072977667493796,2.277311317868564,-2.0266701506837386
4.108705541770058,2.25613082403442,-2.0607378174627162
4.144433416046319,2.2723633697455847,-1.9638275553721283
4.18016129032258,2.2661402615890207,-2.212980136010537
4.215889164598842,2.2947133945638023,-2.1006327416027606
4.251617038875104,2.2707353048621703,-2.1465076586814353
